"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DBVT","","","","","","",""
"DBV","","","","","","",""
"DBS","","","","","","",""
"DBP","","","","","","",""
"DBOC","","","","","","",""
"DBO","","","","","","",""
"DBMF","","","","","","",""
"DBLV","","","","","","",""
"DBL","","","","","","",""
"DBJP","","","","","","",""
"DBI","","","","","","",""
"DBGR","","","","","","",""
"DBEZ","","","","","","",""
"DBEU","","","","","","",""
"DBEM","","","","","","",""
"DBEH","","","","","","",""
"DBEF","","","","","","",""
"DBE","","","","","","",""
"DBDRU","","","","","","",""
"DBD","","","","","","",""
"DBC","","","","","","",""
"DBB","","","","","","",""
"DBAW","","","","","","",""
"DBA","","","","","","",""
"DB","","","","","","",""
"DAX","","","","","","",""
"DAVA","","","","","","",""
"DAUG","","","","","","",""
"DARE","","","","","","",""
"DAR","","","","","","",""
"DAO","","","","","","",""
"DAN","","","","","","",""
"DALT","","","","","","",""
"DALI","","","","","","",""
"DAL","","","","","","",""
"DAKT","","","","","","",""
"DAIO","","","","","","",""
"DADA","","","","","","",""
"DAC","","","","","","",""
"D","","","","","","",""
"CZZ","","","","","","",""
"CZWI","","","","","","",""
"CZR","","","","","","",""
"CZNC","","","","","","",""
"CZA","","","","","","",""
"CYTK","","","","","","",""
"CYRX","","","","","","",""
"CYRN","","","","","","",""
"CYH","","","","","","",""
"CYD","","","","","","",""
"CYCN","","","","","","",""
"CYCCP","","","","","","",""
"CYCC","","","","","","",""
"CYBR","","","","","","",""
"CYBE","","","","","","",""
"CYB","","","","","","",""
"CYAN","","","","","","",""
"CYAD","","","","","","",""
"CXW","","","","","","",""
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","77.2073","$129.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cxse"
"CXP","","","","","","",""
"CXO","","","","","","",""
"CXH","","","","","","",""
"CXE","","","","","","",""
"CXDO","","","","","","",""
"CXDC","","","","","","",""
"CX","","","","","","",""
"CWT","","","","","","",""
"CWST","","","","","","",""
"CWS","","","","","","",""
"CWK","","","","","","",""
"CWI","","","","","","",""
"CWH","","","","","","",""
"CWEN","","","","","","",""
"CWEB","","","","","","",""
"CWCO","","","","","","",""
"CWBR","","","","","","",""
"CWBC","","","","","","",""
"CWB","","","","","","",""
"CW","","","","","","",""
"CVY","","","","","","",""
"CVX","","","","","","",""
"CVV","","","","","","",""
"CVU","","","","","","",""
"CVS","","","","","","",""
"CVR","","","","","","",""
"CVNA","","","","","","",""
"CVM","","","","","","",""
"CVLY","","","","","","",""
"CVLT","","","","","","",""
"CVLG","","","","","","",""
"CVI","","","","","","",""
"CVGW","","","","","","",""
"CVGI","","","","","","",""
"CVET","","","","","","",""
"CVEO","","","","","","",""
"CVE","","","","","","",""
"CVCY","","","","","","",""
"CVCO","","","","","","",""
"CVBF","","","","","","",""
"CVAC","","","","","","",""
"CVA","","","","","","",""
"CUZ","","","","","","",""
"CUTR","","","","","","",""
"CUT","","","","","","",""
"CURO","","","","","","",""
"CURIW","","","","","","",""
"CURI","","","","","","",""
"CURE","","","","","","",""
"CULP","","","","","","",""
"CUK","","","","","","",""
"CUE","","","","","","",""
"CUBI","","","","","","",""
"CUBE","","","","","","",""
"CUBB","","","","","","",""
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","6.69","$41.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cuba"
"CUB","","","","","","",""
"CTY","","","","","","",""
"CTXS","","","","","","",""
"CTXRW","","","","","","",""
"CTXR","","","","","","",""
"CTVA","","","","","","",""
"CTT","","","","","","",""
"CTSO","","","","","","",""
"CTSH","","","","","","",""
"CTS","","","","","","",""
"CTRN","","","","","","",""
"CTRM","","","","","","",""
"CTRE","","","","","","",""
"CTRA","","","","","","",""
"CTR","","","","","","",""
"CTO","","","","","","",""
"CTMX","","","","","","",""
"CTLT","","","","","","",""
"CTK","","","","","","",""
"CTIC","","","","","","",""
"CTIB","","","","","","",""
"CTHR","","","","","","",""
"CTG","","","","","","",""
"CTEK","","","","","","",""
"CTEC","","","","","","",""
"CTDD","","","","","","",""
"CTBI","","","","","","",""
"CTBB","","","","","","",""
"CTB","","","","","","",""
"CTAS","","","","","","",""
"CTAA","","","","","","",""
"CSX","","","","","","",""
"CSWI","","","","","","",""
"CSWCL","","","","","","",""
"CSWC","","","","","","",""
"CSV","","","","","","",""
"CSU","","","","","","",""
"CSTR","","","","","","",""
"CSTM","","","","","","",""
"CSTL","","","","","","",""
"CSTE","","","","","","",""
"CSSEP","","","","","","",""
"CSSEN","","","","","","",""
"CSSE","","","","","","",""
"CSQ","","","","","","",""
"CSPR","","","","","","",""
"CSPI","","","","","","",""
"CSOD","","","","","","",""
"CSML","IQ Chaikin U.S. Small Cap ETF","26.93","$195.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csml"
"CSM","","","","","","",""
"CSLT","","","","","","",""
"CSL","","","","","","",""
"CSIQ","","","","","","",""
"CSII","","","","","","",""
"CSGS","","","","","","",""
"CSGP","","","","","","",""
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","38.7711","$58.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csf"
"CSD","","","","","","",""
"CSCW","","","","","","",""
"CSCO","","","","","","",""
"CSBR","","","","","","",""
"CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","46.3597","$99.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csb"
"CSA","VictoryShares US Small Cap Volatility Wtd ETF","48.5557","$26.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csa"
"CS","","","","","","",""
"CRY","","","","","","",""
"CRWS","","","","","","",""
"CRWD","","","","","","",""
"CRVS","","","","","","",""
"CRVL","","","","","","",""
"CRUS","","","","","","",""
"CRTX","","","","","","",""
"CRTO","","","","","","",""
"CRTDW","","","","","","",""
"CRTD","","","","","","",""
"CRT","","","","","","",""
"CRSR","","","","","","",""
"CRSP","","","","","","",""
"CRSAW","","","","","","",""
"CRSAU","","","","","","",""
"CRSA","","","","","","",""
"CRS","","","","","","",""
"CROX","","","","","","",""
"CRON","","","","","","",""
"CROC","","","","","","",""
"CRNX","","","","","","",""
"CRNT","","","","","","",""
"CRNC","","","","","","",""
"CRMT","","","","","","",""
"CRMD","","","","","","",""
"CRM","","","","","","",""
"CRL","","","","","","",""
"CRK","","","","","","",""
"CRIS","","","","","","",""
"CRI","","","","","","",""
"CRHM","","","","","","",""
"CRHC","","","","","","",""
"CRH","","","","","","",""
"CRF","","","","","","",""
"CREXW","","","","","","",""
"CREX","","","","","","",""
"CRESY","","","","","","",""
"CREG","","","","","","",""
"CREE","","","","","","",""
"CRDF","","","","","","",""
"CRC","","","","","","",""
"CRBP","","","","","","",""
"CRBN","","","","","","",""
"CRAK","","","","","","",""
"CRAI","","","","","","",""
"CR","","","","","","",""
"CQQQ","","","","","","",""
"CQP","","","","","","",""
"CPZ","","","","","","",""
"CPTAL","","","","","","",""
"CPTAG","","","","","","",""
"CPTA","","","","","","",""
"CPT","","","","","","",""
"CPST","","","","","","",""
"CPSS","","","","","","",""
"CPSR","","","","","","",""
"CPSI","","","","","","",""
"CPSH","","","","","","",""
"CPS","","","","","","",""
"CPRX","","","","","","",""
"CPRT","","","","","","",""
"CPRI","","","","","","",""
"CPLP","","","","","","",""
"CPLG","","","","","","",""
"CPK","","","","","","",""
"CPIX","","","","","","",""
"CPI","","","","","","",""
"CPHI","","","","","","",""
"CPHC","","","","","","",""
"CPG","","","","","","",""
"CPF","","","","","","",""
"CPER","","","","","","",""
"CPE","","","","","","",""
"CPB","","","","","","",""
"CPAH","","","","","","",""
"CPAC","","","","","","",""
"CPA","","","","","","",""
"CP","","","","","","",""
"COWZ","","","","","","",""
"COWNZ","","","","","","",""
"COWNL","","","","","","",""
"COWN","","","","","","",""
"COW","","","","","","",""
"COUP","","","","","","",""
"COTY","","","","","","",""
"COST","","","","","","",""
"CORT","","","","","","",""
"CORR","","","","","","",""
"CORP","","","","","","",""
"CORN","","","","","","",""
"CORE","","","","","","",""
"COR","","","","","","",""
"COPX","","","","","","",""
"COP","","","","","","",""
"COOP","Mr. Cooper Group Inc.","13.44","$1.22B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/coop"
"COO","","","","","","",""
"CONXU","","","","","","",""
"CONN","","","","","","",""
"CONE","","","","","","",""
"COMT","iShares Commodities Select Strategy ETF","31.9373","$517.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/comt"
"COMM","","","","","","",""
"COMB","","","","","","",""
"COM","","","","","","",""
"COLM","","","","","","",""
"COLL","","","","","","",""
"COLD","","","","","","",""
"COLB","","","","","","",""
"COKE","","","","","","",""
"COHU","","","","","","",""
"COHR","","","","","","",""
"COHN","","","","","","",""
"COGT","","","","","","",""
"COG","","","","","","",""
"COFS","","","","","","",""
"COF","","","","","","",""
"COE","","","","","","",""
"CODX","","","","","","",""
"CODI","","","","","","",""
"CODA","","","","","","",""
"COCP","","","","","","",""
"CO","","","","","","",""
"CNYA","","","","","","",""
"CNXT","","","","","","",""
"CNXN","PC Connection, Inc.","49.32","$1.3B","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cnxn"
"CNXCV","","","","","","",""
"CNX","","","","","","",""
"CNTY","","","","","","",""
"CNTG","","","","","","",""
"CNST","","","","","","",""
"CNSP","","","","","","",""
"CNSL","","","","","","",""
"CNS","","","","","","",""
"CNRG","","","","","","",""
"CNR","","","","","","",""
"CNQ","","","","","","",""
"CNP","","","","","","",""
"CNOB","","","","","","",""
"CNO","","","","","","",""
"CNNE","","","","","","",""
"CNNB","","","","","","",""
"CNMD","","","","","","",""
"CNK","","","","","","",""
"CNI","","","","","","",""
"CNHI","","","","","","",""
"CNFRL","","","","","","",""
"CNFR","","","","","","",""
"CNF","","","","","","",""
"CNET","","","","","","",""
"CNDT","","","","","","",""
"CNCR","Loncar Cancer Immunotherapy ETF","23.4606","$38.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cncr"
"CNCE","","","","","","",""
"CNC","","","","","","",""
"CNBS","","","","","","",""
"CNBKA","","","","","","",""
"CNA","","","","","","",""
"CN","","","","","","",""
"CMU","","","","","","",""
"CMTL","","","","","","",""
"CMT","","","","","","",""
"CMSD","","","","","","",""
"CMSC","","","","","","",""
"CMSA","","","","","","",""
"CMS","","","","","","",""
"CMRX","","","","","","",""
"CMRE","","","","","","",""
"CMPS","","","","","","",""
"CMPR","","","","","","",""
"CMPI","","","","","","",""
"CMP","","","","","","",""
"CMO","","","","","","",""
"CMLS","","","","","","",""
"CMLFW","","","","","","",""
"CMLFU","","","","","","",""
"CMLF","","","","","","",""
"CMI","","","","","","",""
"CMG","","","","","","",""
"CMFNL","Investcorp Credit Management BDC, Inc.","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmfnl"
"CMF","","","","","","",""
"CME","","","","","","",""
"CMDY","","","","","","",""
"CMD","","","","","","",""
"CMCTP","","","","","","",""
"CMCT","","","","","","",""
"CMCSA","","","","","","",""
"CMCO","","","","","","",""
"CMCM","","","","","","",""
"CMCL","","","","","","",""
"CMC","","","","","","",""
"CMBS","","","","","","",""
"CMBM","","","","","","",""
"CMA","","","","","","",""
"CM","","","","","","",""
"CLXT","","","","","","",""
"CLX","","","","","","",""
"CLWT","","","","","","",""
"CLW","","","","","","",""
"CLVS","","","","","","",""
"CLTL","","","","","","",""
"CLSN","","","","","","",""
"CLSK","","","","","","",""
"CLSD","","","","","","",""
"CLS","","","","","","",""
"CLRO","","","","","","",""
"CLRG","IQ Chaikin U.S. Large Cap ETF","26.5575","$254.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clrg"
"CLRBZ","","","","","","",""
"CLRB","","","","","","",""
"CLR","","","","","","",""
"CLPT","","","","","","",""
"CLPS","","","","","","",""
"CLPR","","","","","","",""
"CLOU","","","","","","",""
"CLNY","","","","","","",""
"CLNE","","","","","","",""
"CLNC","","","","","","",""
"CLMT","","","","","","",""
"CLM","","","","","","",""
"CLLS","","","","","","",""
"CLIX","","","","","","",""
"CLIR","","","","","","",""
"CLI","","","","","","",""
"CLH","","","","","","",""
"CLGX","","","","","","",""
"CLGN","","","","","","",""
"CLFD","","","","","","",""
"CLF","","","","","","",""
"CLEU","","","","","","",""
"CLDX","","","","","","",""
"CLDT","","","","","","",""
"CLDR","","","","","","",""
"CLDB","","","","","","",""
"CLCT","","","","","","",""
"CLBS","","","","","","",""
"CLBK","","","","","","",""
"CLB","","","","","","",""
"CLAR","","","","","","",""
"CLA","","","","","","",""
"CL","","","","","","",""
"CKX","","","","","","",""
"CKPT","","","","","","",""
"CKH","","","","","","",""
"CJJD","","","","","","",""
"CIZN","","","","","","",""
"CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","32.58","$91.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ciz"
"CIXX","","","","","","",""
"CIX","","","","","","",""
"CIVB","","","","","","",""
"CIT","","","","","","",""
"CIR","","","","","","",""
"CIO","","","","","","",""
"CINR","","","","","","",""
"CINF","","","","","","",""
"CIM","","","","","","",""
"CIL","VictoryShares International Volatility Wtd ETF","39.0541","$87.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cil"
"CIK","","","","","","",""
"CIICW","","","","","","",""
"CIICU","","","","","","",""
"CIIC","","","","","","",""
"CII","","","","","","",""
"CIH","","","","","","",""
"CIGI","","","","","","",""
"CIG","","","","","","",""
"CIF","","","","","","",""
"CIEN","","","","","","",""
"CIDM","","","","","","",""
"CID","VictoryShares International High Div Volatility Wtd ETF","32.8311","$85.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cid"
"CIBR","","","","","","",""
"CIB","","","","","","",""
"CIA","","","","","","",""
"CI","","","","","","",""
"CHY","","","","","","",""
"CHX","","","","","","",""
"CHWY","","","","","","",""
"CHW","","","","","","",""
"CHUY","","","","","","",""
"CHU","","","","","","",""
"CHTR","","","","","","",""
"CHT","","","","","","",""
"CHSCP","","","","","","",""
"CHSCO","","","","","","",""
"CHSCN","","","","","","",""
"CHSCM","","","","","","",""
"CHSCL","","","","","","",""
"CHS","","","","","","",""
"CHRW","","","","","","",""
"CHRS","","","","","","",""
"CHRA","","","","","","",""
"CHPMW","","","","","","",""
"CHPMU","","","","","","",""
"CHPM","","","","","","",""
"CHNR","","","","","","",""
"CHNGU","","","","","","",""
"CHNG","","","","","","",""
"CHNA","Loncar China BioPharma ETF","24.0513","$10.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chna"
"CHN","","","","","","",""
"CHMI","","","","","","",""
"CHMG","","","","","","",""
"CHMA","","","","","","",""
"CHL","","","","","","",""
"CHKP","","","","","","",""
"CHIX","","","","","","",""
"CHIU","","","","","","",""
"CHIS","","","","","","",""
"CHIR","","","","","","",""
"CHIQ","","","","","","",""
"CHIM","","","","","","",""
"CHIL","","","","","","",""
"CHIK","","","","","","",""
"CHII","","","","","","",""
"CHIH","","","","","","",""
"CHIE","","","","","","",""
"CHIC","Global X Funds Global X MSCI China Communication Services ETF","22.605","$22.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chic"
"CHI","","","","","","",""
"CHH","","","","","","",""
"CHGX","","","","","","",""
"CHGG","","","","","","",""
"CHFS","","","","","","",""
"CHEP","","","","","","",""
"CHEKZ","","","","","","",""
"CHEK","","","","","","",""
"CHEF","The Chefs&#39; Warehouse, Inc.","35.56","$1.08B","2011","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/chef"
"CHE","","","","","","",""
"CHDN","","","","","","",""
"CHD","","","","","","",""
"CHCT","","","","","","",""
"CHCO","","","","","","",""
"CHCI","","","","","","",""
"CHB","","","","","","",""
"CHAU","","","","","","",""
"CHAQ","","","","","","",""
"CHAD","","","","","","",""
"CHA","","","","","","",""
"CGW","","","","","","",""
"CGROW","","","","","","",""
"CGROU","","","","","","",""
"CGRO","","","","","","",""
"CGO","","","","","","",""
"CGNX","","","","","","",""
"CGIX","","","","","","",""
"CGEN","","","","","","",""
"CGC","","","","","","",""
"CGBD","TCG BDC, Inc.","13.56","$800.22M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cgbd"
"CGA","","","","","","",""
"CG","The Carlyle Group L.P.","29.8","$10.33B","2012","Finance","Investment Managers","https://old.nasdaq.com/symbol/cg"
"CFXA","","","","","","",""
"CFX","","","","","","",""
"CFRX","","","","","","",""
"CFR","","","","","","",""
"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","51.606","$725.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfo"
"CFMS","","","","","","",""
"CFIIW","","","","","","",""
"CFIIU","","","","","","",""
"CFII","","","","","","",""
"CFG","","","","","","",""
"CFFN","","","","","","",""
"CFFI","","","","","","",""
"CFCV","","","","","","",""
"CFBK","","","","","","",""
"CFBI","","","","","","",""
"CFB","","","","","","",""
"CFACU","","","","","","",""
"CFA","VictoryShares US 500 Volatility Wtd ETF","55.3912","$814.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfa"
"CF","","","","","","",""
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF","25.15","$45.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cez"
"CEY","VictoryShares Emerging Market High Div Volatility Wtd ETF","22.8651","$43.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cey"
"CEW","","","","","","",""
"CEVA","","","","","","",""
"CEV","","","","","","",""
"CETXW","","","","","","",""
"CETXP","","","","","","",""
"CETX","","","","","","",""
"CET","","","","","","",""
"CERS","","","","","","",""
"CERN","","","","","","",""
"CEREW","","","","","","",""
"CERE","","","","","","",""
"CERC","","","","","","",""
"CEQP","","","","","","",""
"CEPU","","","","","","",""
"CEO","","","","","","",""
"CENX","","","","","","",""
"CENTA","","","","","","",""
"CENT","","","","","","",""
"CEN","","","","","","",""
"CEMI","","","","","","",""
"CEMB","","","","","","",""
"CEM","","","","","","",""
"CELP","","","","","","",""
"CELH","","","","","","",""
"CELC","","","","","","",""
"CEL","","","","","","",""
"CEIX","","","","","","",""
"CEI","","","","","","",""
"CEFS","","","","","","",""
"CEFD","","","","","","",""
"CEFA","","","","","","",""
"CEF","","","","","","",""
"CEE","","","","","","",""
"CECE","","","","","","",""
"CEA","","","","","","",""
"CE","","","","","","",""
"CDZI","","","","","","",""
"CDXS","","","","","","",""
"CDXC","","","","","","",""
"CDW","","","","","","",""
"CDTX","","","","","","",""
"CDR","","","","","","",""
"CDOR","","","","","","",""
"CDNS","","","","","","",""
"CDNA","","","","","","",""
"CDMOP","","","","","","",""
"CDMO","","","","","","",""
"CDLX","","","","","","",""
"CDL","VictoryShares US Large Cap High Div Volatility Wtd ETF","49.5","$356.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdl"
"CDK","","","","","","",""
"CDEV","","","","","","",""
"CDE","","","","","","",""
"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF","47.8997","$672.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdc"
"CDAY","","","","","","",""
"CDAK","","","","","","",""
"CD","","","","","","",""
"CCZ","","","","","","",""
"CCXI","","","","","","",""
"CCX","","","","","","",""
"CCU","","","","","","",""
"CCS","","","","","","",""
"CCRV","","","","","","",""
"CCRN","","","","","","",""
"CCRC","","","","","","",""
"CCR","","","","","","",""
"CCOR","","","","","","",""
"CCON","","","","","","",""
"CCOI","","","","","","",""
"CCO","","","","","","",""
"CCNEP","","","","","","",""
"CCNE","","","","","","",""
"CCNC","","","","","","",""
"CCMP","","","","","","",""
"CCM","","","","","","",""
"CCLP","","","","","","",""
"CCL","","","","","","",""
"CCK","","","","","","",""
"CCJ","","","","","","",""
"CCIV","","","","","","",""
"CCI","","","","","","",""
"CCF","","","","","","",""
"CCEP","","","","","","",""
"CCD","","","","","","",""
"CCCC","","","","","","",""
"CCC","","","","","","",""
"CCBG","","","","","","",""
"CCB","","","","","","",""
"CCAP","","","","","","",""
"CCAC","","","","","","",""
"CC","","","","","","",""
"CBZ","","","","","","",""
"CBU","","","","","","",""
"CBTX","","","","","","",""
"CBT","","","","","","",""
"CBSH","","","","","","",""
"CBSE","","","","","","",""
"CBRL","","","","","","",""
"CBRE","","","","","","",""
"CBPO","","","","","","",""
"CBON","","","","","","",""
"CBOE","","","","","","",""
"CBNK","","","","","","",""
"CBMG","","","","","","",""
"CBMB","","","","","","",""
"CBLS","","","","","","",""
"CBLI","","","","","","",""
"CBIO","","","","","","",""
"CBH","","","","","","",""
"CBFV","","","","","","",""
"CBD","","","","","","",""
"CBB","","","","","","",""
"CBAY","","","","","","",""
"CBAT","","","","","","",""
"CBAN","","","","","","",""
"CB","","","","","","",""
"CATY","","","","","","",""
"CATO","","","","","","",""
"CATM","","","","","","",""
"CATH","Global X S&P 500 Catholic Values ETF","38.666","$295.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cath"
"CATC","","","","","","",""
"CATB","","","","","","",""
"CAT","","","","","","",""
"CASY","","","","","","",""
"CASS","","","","","","",""
"CASI","","","","","","",""
"CASH","Meta Financial Group, Inc.","35.57","$1.34B","1993","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cash"
"CASA","","","","","","",""
"CARZ","First Trust NASDAQ Global Auto Index Fund","33.45","$18.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/carz"
"CARV","","","","","","",""
"CARS","","","","","","",""
"CARR","","","","","","",""
"CARG","","","","","","",""
"CARE","","","","","","",""
"CARA","","","","","","",""
"CAR","","","","","","",""
"CAPR","","","","","","",""
"CAPL","","","","","","",""
"CAPE","","","","","","",""
"CAPAW","","","","","","",""
"CAPAU","","","","","","",""
"CAPA","","","","","","",""
"CANG","","","","","","",""
"CANF","","","","","","",""
"CANE","","","","","","",""
"CAN","","","","","","",""
"CAMT","","","","","","",""
"CAMP","","","","","","",""
"CALX","","","","","","",""
"CALT","","","","","","",""
"CALM","","","","","","",""
"CALF","","","","","","",""
"CALB","","","","","","",""
"CALA","","","","","","",""
"CAL","","","","","","",""
"CAKE","The Cheesecake Factory Incorporated","43.61","$1.95B","1992","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cake"
"CAJ","","","","","","",""
"CAI","","","","","","",""
"CAH","","","","","","",""
"CAG","","","","","","",""
"CAF","","","","","","",""
"CAE","","","","","","",""
"CADE","","","","","","",""
"CACI","","","","","","",""
"CACG","","","","","","",""
"CACC","","","","","","",""
"CAC","","","","","","",""
"CABO","","","","","","",""
"CABA","","","","","","",""
"CAAS","","","","","","",""
"CAAP","","","","","","",""
"C","","","","","","",""
"BZUN","","","","","","",""
"BZQ","","","","","","",""
"BZM","","","","","","",""
"BZH","","","","","","",""
"BYSI","","","","","","",""
"BYND","","","","","","",""
"BYM","","","","","","",""
"BYLD","","","","","","",""
"BYFC","","","","","","",""
"BYD","","","","","","",""
"BY","","","","","","",""
"BXS","","","","","","",""
"BXRX","","","","","","",""
"BXP","","","","","","",""
"BXMX","","","","","","",""
"BXMT","","","","","","",""
"BXG","","","","","","",""
"BXC","","","","","","",""
"BX","","","","","","",""
"BWZ","","","","","","",""
"BWXT","","","","","","",""
"BWX","","","","","","",""
"BWMX","","","","","","",""
"BWG","","","","","","",""
"BWFG","","","","","","",""
"BWEN","","","","","","",""
"BWB","","","","","","",""
"BWAY","","","","","","",""
"BWACU","","","","","","",""
"BWA","","","","","","",""
"BW","","","","","","",""
"BVXV","","","","","","",""
"BVN","","","","","","",""
"BVH","","","","","","",""
"BV","","","","","","",""
"BUYZ","","","","","","",""
"BUSE","First Busey Corporation","26.6","$1.46B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/buse"
"BURL","","","","","","",""
"BUR","","","","","","",""
"BUL","","","","","","",""
"BUI","","","","","","",""
"BUG","Global X Cybersecurity ETF","17.2493","$1.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bug"
"BUFR","","","","","","",""
"BUFF","","","","","","",""
"BUD","","","","","","",""
"BTZ","","","","","","",""
"BTYS","","","","","","",""
"BTWNU","","","","","","",""
"BTU","","","","","","",""
"BTT","","","","","","",""
"BTO","","","","","","",""
"BTN","","","","","","",""
"BTI","","","","","","",""
"BTG","","","","","","",""
"BTEK","","","","","","",""
"BTEC","Principal Healthcare Innovators Index ETF","37.648","$60.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/btec"
"BTE","","","","","","",""
"BTBT","","","","","","",""
"BTAQW","","","","","","",""
"BTAQU","","","","","","",""
"BTAQ","","","","","","",""
"BTAL","","","","","","",""
"BTAI","","","","","","",""
"BTA","","","","","","",""
"BSY","","","","","","",""
"BSX","","","","","","",""
"BSVN","","","","","","",""
"BSV","","","","","","",""
"BSTZ","","","","","","",""
"BSTC","","","","","","",""
"BST","","","","","","",""
"BSRR","Sierra Bancorp","26.8","$409.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bsrr"
"BSQR","","","","","","",""
"BSN","","","","","","",""
"BSMX","","","","","","",""
"BSMU","","","","","","",""
"BSMT","Invesco BulletShares 2029 Municipal Bond ETF","24.795","$4.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmt"
"BSMS","Invesco BulletShares 2028 Municipal Bond ETF","24.935","$4.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsms"
"BSMR","Invesco BulletShares 2027 Municipal Bond ETF","24.91","$4.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmr"
"BSMQ","Invesco BulletShares 2026 Municipal Bond ETF","24.95","$9.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmq"
"BSMP","Invesco BulletShares 2025 Municipal Bond ETF","25.025","$10.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmp"
"BSMO","Invesco BulletShares 2024 Municipal Bond ETF","25.04","$10.02M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmo"
"BSMN","Invesco BulletShares 2023 Municipal Bond ETF","25.06","$10.02M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmn"
"BSMM","Invesco BulletShares 2022 Municipal Bond ETF","25.06","$10.02M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmm"
"BSML","Invesco BulletShares 2021 Municipal Bond ETF","25.065","$10.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsml"
"BSM","","","","","","",""
"BSL","","","","","","",""
"BSJS","","","","","","",""
"BSJR","","","","","","",""
"BSJQ","","","","","","",""
"BSJP","","","","","","",""
"BSJO","","","","","","",""
"BSJN","","","","","","",""
"BSJM","","","","","","",""
"BSJL","","","","","","",""
"BSJK","","","","","","",""
"BSIG","","","","","","",""
"BSGM","","","","","","",""
"BSET","","","","","","",""
"BSEP","","","","","","",""
"BSE","","","","","","",""
"BSDE","","","","","","",""
"BSD","","","","","","",""
"BSCU","","","","","","",""
"BSCT","","","","","","",""
"BSCS","","","","","","",""
"BSCR","","","","","","",""
"BSCQ","","","","","","",""
"BSCP","","","","","","",""
"BSCO","","","","","","",""
"BSCN","","","","","","",""
"BSCM","","","","","","",""
"BSCL","","","","","","",""
"BSCK","","","","","","",""
"BSCE","","","","","","",""
"BSBR","","","","","","",""
"BSBK","","","","","","",""
"BSBE","","","","","","",""
"BSAE","","","","","","",""
"BSAC","","","","","","",""
"BSA","","","","","","",""
"BRZU","","","","","","",""
"BRY","","","","","","",""
"BRX","","","","","","",""
"BRT","","","","","","",""
"BRQS","","","","","","",""
"BRPAW","","","","","","",""
"BRPAU","","","","","","",""
"BRPAR","","","","","","",""
"BRPA","","","","","","",""
"BRP","","","","","","",""
